pathwayID,entityToCount
R-HSA-5693607,
R-HSA-5693607,reactome:Complex15054
R-HSA-5693607,reactome:Complex15055
R-HSA-5693607,reactome:Complex15056
R-HSA-5693607,reactome:PhysicalEntity1895
R-HSA-5693607,reactome:Protein12318
R-HSA-5693607,reactome:Protein12352
R-HSA-5693607,reactome:Protein10831
R-HSA-5693607,reactome:Complex4562
R-HSA-5693607,reactome:Complex15048
R-HSA-5693607,reactome:Complex9745
R-HSA-5693607,reactome:Complex9744
R-HSA-5693607,reactome:Complex9742
R-HSA-5693607,reactome:Complex9751
R-HSA-5693607,reactome:Protein21805
R-HSA-5693607,reactome:Protein21801
R-HSA-5693607,reactome:Protein21802
R-HSA-5693607,reactome:Complex9752
R-HSA-5693607,reactome:Complex9753
R-HSA-5693607,reactome:Complex9758
R-HSA-5693607,reactome:Protein21810
R-HSA-5693607,reactome:Complex9759
R-HSA-5693607,reactome:Protein21811
R-HSA-5693607,reactome:Protein10879
R-HSA-5693607,reactome:Complex15058
R-HSA-5693607,reactome:Protein30679
R-HSA-5693607,reactome:Protein30678
R-HSA-5693607,reactome:Protein21806
R-HSA-5693607,reactome:Protein30071
R-HSA-5693607,reactome:Protein30680
R-HSA-5693607,reactome:Complex9760
R-HSA-5693607,reactome:Protein21815
R-HSA-5693607,reactome:Protein21814
R-HSA-5693607,reactome:Protein21812
R-HSA-5693607,reactome:Protein21816
R-HSA-5693607,reactome:Protein21813
R-HSA-5693607,reactome:Protein21817
R-HSA-5693607,reactome:Protein30676
R-HSA-5693607,reactome:Protein30682
R-HSA-5693607,reactome:Protein30681
R-HSA-5693607,reactome:Complex13713
R-HSA-5693607,reactome:Complex13712
R-HSA-5693607,reactome:Complex15051
R-HSA-5693607,reactome:Protein30677
R-HSA-5693607,reactome:Complex15038
R-HSA-5693607,reactome:Protein9560
R-HSA-5693607,reactome:Protein9562
R-HSA-5693607,reactome:Protein9564
R-HSA-5693607,reactome:Protein9563
R-HSA-5693607,reactome:Protein9561
R-HSA-5693607,reactome:Complex15025
R-HSA-5693607,reactome:Complex15023
R-HSA-5693607,reactome:Complex15019
R-HSA-5693607,reactome:Complex15020
R-HSA-5693607,reactome:Complex15000
R-HSA-5693607,reactome:Protein30641
R-HSA-5693607,reactome:Complex15021
R-HSA-5693607,reactome:Complex15022
R-HSA-5693607,reactome:Protein10834
R-HSA-5693607,reactome:Protein26256
R-HSA-5693607,reactome:Protein10812
R-HSA-5693607,reactome:Protein30647
R-HSA-5693607,reactome:Protein30642
R-HSA-5693607,reactome:Protein8975
R-HSA-5693607,reactome:Complex15015
R-HSA-5693607,reactome:Complex15013
R-HSA-5693607,reactome:Protein30646
R-HSA-5693607,reactome:Complex15008
R-HSA-5693607,reactome:Protein30644
R-HSA-5693607,reactome:SmallMolecule1092
R-HSA-5693607,reactome:Complex3374
R-HSA-5693607,reactome:Protein9694
R-HSA-5693607,reactome:Protein9698
R-HSA-5693607,reactome:Protein2874
R-HSA-5693607,reactome:Protein30651
R-HSA-5693607,reactome:Protein2870
R-HSA-5693607,reactome:Protein2871
R-HSA-5693607,reactome:Complex15040
R-HSA-5693607,reactome:Complex15041
R-HSA-5693607,reactome:Complex15042
R-HSA-5693607,reactome:Complex15043
R-HSA-5693607,reactome:Complex15044
R-HSA-5693607,reactome:Protein30673
R-HSA-5693607,reactome:Protein30674
R-HSA-5693607,reactome:Protein30675
R-HSA-5684996,
R-HSA-5684996,reactome:Protein14077
R-HSA-5684996,reactome:Protein11286
R-HSA-5684996,reactome:Protein11283
R-HSA-5684996,reactome:Protein13962
R-HSA-5684996,reactome:Complex7804
R-HSA-5684996,reactome:Complex7805
R-HSA-5684996,reactome:Complex4429
R-HSA-5684996,reactome:Complex4428
R-HSA-5684996,reactome:PhysicalEntity1118
R-HSA-5684996,reactome:Protein16433
R-HSA-5684996,reactome:Protein11282
R-HSA-5684996,reactome:Protein16486
R-HSA-5684996,reactome:Protein11287
R-HSA-5684996,reactome:Complex4250
R-HSA-5684996,reactome:Protein11775
R-HSA-5684996,reactome:SmallMolecule535
R-HSA-5684996,reactome:Complex7746
R-HSA-5684996,reactome:Complex5268
R-HSA-5684996,reactome:Protein4517
R-HSA-5684996,reactome:Protein16408
R-HSA-5684996,reactome:Complex7747
R-HSA-5684996,reactome:PhysicalEntity1109
R-HSA-5684996,reactome:Complex7751
R-HSA-5684996,reactome:Protein16414
R-HSA-5684996,reactome:Protein16416
R-HSA-5684996,reactome:Protein16417
R-HSA-5684996,reactome:Complex7756
R-HSA-5684996,reactome:PhysicalEntity1110
R-HSA-5684996,reactome:Protein16398
R-HSA-5684996,reactome:Protein16402
R-HSA-5684996,reactome:Protein16405
R-HSA-5684996,reactome:Complex7745
R-HSA-5684996,reactome:Protein16407
R-HSA-5684996,reactome:Protein16406
R-HSA-5684996,reactome:Protein16418
R-HSA-5684996,reactome:Complex7752
R-HSA-5684996,reactome:Protein1068
R-HSA-5684996,reactome:Protein1064
R-HSA-5684996,reactome:Protein11237
R-HSA-5684996,reactome:Complex7748
R-HSA-5684996,reactome:Protein16413
R-HSA-5684996,reactome:Complex7749
R-HSA-5684996,reactome:PhysicalEntity1112
R-HSA-5684996,reactome:SmallMolecule604
R-HSA-5684996,reactome:PhysicalEntity1121
R-HSA-5684996,reactome:Complex7797
R-HSA-5684996,reactome:Complex7796
R-HSA-5684996,reactome:Complex7798
R-HSA-5684996,reactome:Complex7795
R-HSA-5684996,reactome:Protein16473
R-HSA-5684996,reactome:Protein16474
R-HSA-5684996,reactome:Protein7446
R-HSA-5684996,reactome:Protein10039
R-HSA-5684996,reactome:Protein10026
R-HSA-5684996,reactome:Complex33
R-HSA-5684996,reactome:Complex35
R-HSA-5684996,reactome:Protein92
R-HSA-5684996,reactome:Protein94
R-HSA-5684996,reactome:Protein93
R-HSA-5684996,reactome:Protein88
R-HSA-5684996,reactome:Protein90
R-HSA-5684996,reactome:Protein89
R-HSA-5684996,reactome:Protein91
R-HSA-5684996,reactome:Complex34
R-HSA-5684996,reactome:Protein84
R-HSA-5684996,reactome:Protein85
R-HSA-5684996,reactome:Protein81
R-HSA-5684996,reactome:Protein86
R-HSA-5684996,reactome:Protein82
R-HSA-5684996,reactome:Protein83
R-HSA-5684996,reactome:Protein87
R-HSA-5684996,reactome:Complex36
R-HSA-5684996,reactome:Complex37
R-HSA-5684996,reactome:Complex38
R-HSA-5684996,reactome:Complex39
R-HSA-5684996,reactome:Protein97
R-HSA-5684996,reactome:Protein96
R-HSA-5684996,reactome:Protein95
R-HSA-5684996,reactome:Complex40
R-HSA-5684996,reactome:Protein98
R-HSA-5684996,reactome:Complex41
R-HSA-5684996,reactome:Protein100
R-HSA-5684996,reactome:Protein99
R-HSA-5684996,reactome:Protein101
R-HSA-5684996,reactome:Protein102
R-HSA-5684996,reactome:Protein103
R-HSA-5684996,reactome:Complex42
R-HSA-5684996,reactome:Complex43
R-HSA-5684996,reactome:Complex44
R-HSA-5684996,reactome:Protein105
R-HSA-5684996,reactome:Protein106
R-HSA-5684996,reactome:Protein107
R-HSA-5684996,reactome:Protein104
R-HSA-5684996,reactome:Complex46
R-HSA-5684996,reactome:Protein111
R-HSA-5684996,reactome:Protein112
R-HSA-5684996,reactome:Complex45
R-HSA-5684996,reactome:Protein109
R-HSA-5684996,reactome:Protein108
R-HSA-5684996,reactome:Protein110
R-HSA-5684996,reactome:Complex2871
R-HSA-5684996,reactome:Protein7655
R-HSA-5684996,reactome:SmallMolecule1755
R-HSA-5684996,reactome:SmallMolecule4456
R-HSA-5684996,reactome:Complex7678
R-HSA-5684996,reactome:Complex7679
R-HSA-5684996,reactome:SmallMolecule4458
R-HSA-5684996,reactome:Protein16350
R-HSA-5684996,reactome:Complex164
R-HSA-5684996,reactome:Protein131
R-HSA-5684996,reactome:SmallMolecule109
R-HSA-5684996,reactome:Protein11779
R-HSA-5684996,reactome:Protein16349
R-HSA-5684996,reactome:SmallMolecule4457
R-HSA-5684996,reactome:PhysicalEntity1105
R-HSA-5684996,reactome:Complex7681
R-HSA-5684996,reactome:Complex79
R-HSA-5684996,reactome:Protein380
R-HSA-5684996,reactome:Complex7682
R-HSA-5684996,reactome:Protein16314
R-HSA-5684996,reactome:Protein16315
R-HSA-5684996,reactome:Complex7672
R-HSA-5684996,reactome:PhysicalEntity1104
R-HSA-5684996,reactome:Protein16347
R-HSA-5684996,reactome:Protein16348
R-HSA-5684996,reactome:Protein16336
R-HSA-5684996,reactome:Protein16335
R-HSA-5684996,reactome:Protein11179
R-HSA-5684996,reactome:Protein11178
R-HSA-5684996,reactome:Complex3952
R-HSA-5684996,reactome:Protein11778
R-HSA-5684996,reactome:Protein16395
R-HSA-5684996,reactome:Complex7740
R-HSA-5684996,reactome:Protein16438
R-HSA-5684996,reactome:Protein16440
R-HSA-5684996,reactome:Protein16434
R-HSA-5684996,reactome:Protein14076
R-HSA-5684996,reactome:Protein16435
R-HSA-5684996,reactome:Protein16459
R-HSA-5684996,reactome:Protein16460
R-HSA-5684996,reactome:Protein16456
R-HSA-5684996,reactome:Complex4427
R-HSA-5684996,reactome:Complex7789
R-HSA-5684996,reactome:Protein16461
R-HSA-5684996,reactome:Protein16455
R-HSA-5684996,reactome:Protein16419
R-HSA-5684996,reactome:Protein16427
R-HSA-5684996,reactome:Complex7764
R-HSA-5684996,reactome:Complex7755
R-HSA-5684996,reactome:PhysicalEntity1113
R-HSA-5684996,reactome:Protein11285
R-HSA-5684996,reactome:Complex5800
R-HSA-5684996,reactome:Complex7769
R-HSA-5684996,reactome:PhysicalEntity1117
R-HSA-5684996,reactome:Protein11281
R-HSA-5684996,reactome:Complex7766
R-HSA-5684996,reactome:PhysicalEntity1116
R-HSA-5684996,reactome:Complex5802
R-HSA-5684996,reactome:Complex5801
R-HSA-5684996,reactome:Complex5803
R-HSA-5684996,reactome:Protein16432
R-HSA-5684996,reactome:Protein16428
R-HSA-5684996,reactome:Protein16430
R-HSA-5684996,reactome:Protein16431
R-HSA-5684996,reactome:Protein16429
R-HSA-5684996,reactome:Complex5797
R-HSA-5684996,reactome:Complex5796
R-HSA-5684996,reactome:Complex5795
R-HSA-5684996,reactome:Complex7772
R-HSA-5684996,reactome:Complex7773
R-HSA-5684996,reactome:Complex5794
R-HSA-5684996,reactome:PhysicalEntity1115
R-HSA-5684996,reactome:PhysicalEntity1114
R-HSA-5684996,reactome:Complex7762
R-HSA-9672387,reactome:Protein11685
R-HSA-9672387,reactome:Protein11686
R-HSA-9672387,reactome:Protein25966
R-HSA-9672387,
R-HSA-9672387,reactome:Protein25969
R-HSA-9672387,reactome:Protein11684
R-HSA-9793528,
R-HSA-9793528,reactome:Protein846
R-HSA-9793528,reactome:SmallMolecule3504
R-HSA-9793528,reactome:Protein4944
R-HSA-5619107,reactome:Protein1013
R-HSA-5619107,reactome:Protein1012
R-HSA-5619107,reactome:Protein1032
R-HSA-5619107,reactome:Protein1047
R-HSA-5619107,reactome:Protein1046
R-HSA-5619107,reactome:Protein1050
R-HSA-5619107,reactome:Protein1024
R-HSA-5619107,reactome:Protein1033
R-HSA-5619107,reactome:Protein1025
R-HSA-5619107,reactome:Protein1022
R-HSA-5619107,reactome:Complex438
R-HSA-5619107,reactome:Protein1017
R-HSA-5619107,reactome:Protein1018
R-HSA-5619107,reactome:Protein1019
R-HSA-5619107,reactome:Protein1036
R-HSA-5619107,reactome:Protein1028
R-HSA-5619107,reactome:Protein22347
R-HSA-5619107,reactome:Protein1049
R-HSA-5619107,reactome:Complex440
R-HSA-5619107,reactome:Protein1039
R-HSA-5619107,reactome:Protein1042
R-HSA-5619107,reactome:Protein1038
R-HSA-5619107,reactome:Protein1041
R-HSA-5619107,reactome:Protein1045
R-HSA-5619107,reactome:Protein1037
R-HSA-5619107,reactome:Protein1043
R-HSA-5619107,reactome:Protein1040
R-HSA-5619107,reactome:Protein1044
R-HSA-5619107,reactome:Protein1026
R-HSA-5619107,reactome:Protein1029
R-HSA-5619107,reactome:Protein1031
R-HSA-5619107,reactome:Protein1016
R-HSA-5619107,reactome:Protein1030
R-HSA-5619107,reactome:Protein1048
R-HSA-5619107,reactome:Protein1023
R-HSA-114516,
R-HSA-114516,reactome:Complex4122
R-HSA-114516,reactome:Complex4124
R-HSA-114516,reactome:Complex4123
R-HSA-9694719,
R-HSA-9694719,reactome:Protein24637
R-HSA-9694719,reactome:Complex10895
R-HSA-9694719,reactome:Protein24638
R-HSA-9694719,reactome:PhysicalEntity1354
R-HSA-9694719,reactome:Protein24636
R-HSA-9694719,reactome:Protein24530
R-HSA-8866910,
R-HSA-8866910,reactome:Protein30138
R-HSA-8866910,reactome:Protein9053
R-HSA-8866910,reactome:Protein2847
R-HSA-8866910,reactome:Protein10538
R-HSA-8866910,reactome:Dna783
R-HSA-8866910,reactome:Complex13776
R-HSA-8866910,reactome:Protein10949
R-HSA-8866910,reactome:Dna377
R-HSA-8866910,reactome:Complex3748
R-HSA-8866910,reactome:Dna782
R-HSA-8866910,reactome:Dna784
R-HSA-8866910,reactome:Complex3157
R-HSA-8866910,reactome:Protein8873
R-HSA-8866910,reactome:Dna787
R-HSA-8866910,reactome:Complex3155
R-HSA-8866910,reactome:Dna786
R-HSA-8866910,reactome:Complex13784
R-HSA-8866910,reactome:Protein30139
R-HSA-8866910,reactome:Dna785
R-HSA-8866910,reactome:Complex13783
R-HSA-8866910,reactome:Protein9131
R-HSA-8866910,reactome:Complex13781
R-HSA-8866910,reactome:Dna124
R-HSA-8934903,
R-HSA-8934903,reactome:Protein2441
R-HSA-8934903,reactome:Complex766
R-HSA-8934903,reactome:Protein32310
R-HSA-8934903,reactome:Protein32311
R-HSA-8934903,reactome:Protein32318
R-HSA-8934903,reactome:Protein32309
R-HSA-8934903,reactome:Complex16711
R-HSA-8934903,reactome:Complex16718
R-HSA-8951936,
R-HSA-8951936,reactome:Complex7223
R-HSA-8951936,reactome:Protein15850
R-HSA-8951936,reactome:Protein15848
R-HSA-8951936,reactome:Protein2033
R-HSA-8951936,reactome:Complex14015
R-HSA-8951936,reactome:Protein30242
R-HSA-8951936,reactome:Protein6479
R-HSA-8951936,reactome:Protein30243
R-HSA-8951936,reactome:Complex14014
R-HSA-8951936,reactome:Complex14016
R-HSA-8951936,reactome:Protein16353
R-HSA-8951936,reactome:SmallMolecule535
R-HSA-8951936,reactome:Dna159
R-HSA-8951936,reactome:Complex14019
R-HSA-8951936,reactome:Protein15441
R-HSA-8951936,reactome:Protein9001
R-HSA-8951936,reactome:Complex14021
R-HSA-8951936,reactome:Complex7582
R-HSA-8951936,reactome:Complex14017
R-HSA-3248023,
R-HSA-3248023,reactome:Complex10351
R-HSA-3248023,reactome:PhysicalEntity1296
R-HSA-3248023,reactome:PhysicalEntity1295
R-HSA-3248023,reactome:SmallMolecule138
R-HSA-3248023,reactome:Complex12367
R-HSA-3248023,reactome:Protein27388
R-HSA-8862803,
R-HSA-8862803,reactome:Protein19863
R-HSA-8862803,reactome:Protein12046
R-HSA-8862803,reactome:Protein19867
R-HSA-8862803,reactome:Protein19868
R-HSA-8862803,reactome:Complex9715
R-HSA-8862803,reactome:Complex4895
R-HSA-8862803,reactome:Complex4896
R-HSA-8862803,reactome:Complex9717
R-HSA-8862803,reactome:Protein7129
R-HSA-8862803,reactome:Complex9716
R-HSA-8862803,reactome:Protein17030
R-HSA-8862803,reactome:Protein12153
R-HSA-3371497,
R-HSA-3371497,reactome:Protein12381
R-HSA-3371497,reactome:Protein2176
R-HSA-3371497,reactome:SmallMolecule2
R-HSA-3371497,reactome:Complex4398
R-HSA-3371497,reactome:Protein12382
R-HSA-3371497,reactome:SmallMolecule3900
R-HSA-3371497,reactome:Complex4607
R-HSA-3371497,reactome:Complex4600
R-HSA-3371497,reactome:PhysicalEntity725
R-HSA-3371497,reactome:Protein12379
R-HSA-3371497,reactome:Complex4598
R-HSA-3371497,reactome:SmallMolecule6
R-HSA-3371497,reactome:Protein12378
R-HSA-3371497,reactome:Protein12380
R-HSA-3371497,reactome:Complex4599
R-HSA-3371497,reactome:Protein12383
R-HSA-3371497,reactome:Complex4614
R-HSA-3371497,reactome:SmallMolecule1941
R-HSA-3371497,reactome:Complex4597
R-HSA-3371497,reactome:PhysicalEntity943
R-HSA-3371497,reactome:Complex4612
R-HSA-3371497,reactome:Protein12384
R-HSA-3371497,reactome:Complex4621
R-HSA-3371497,reactome:PhysicalEntity945
R-HSA-3371497,reactome:Complex4609
R-HSA-3371497,reactome:PhysicalEntity941
R-HSA-3371497,reactome:Complex4611
R-HSA-3371497,reactome:PhysicalEntity942
R-HSA-3371497,reactome:Protein12385
R-HSA-3371497,reactome:Complex4624
R-HSA-3371497,reactome:SmallMolecule3898
R-HSA-3371497,reactome:Complex4622
R-HSA-3371497,reactome:SmallMolecule3955
R-HSA-3371497,reactome:Complex4619
R-HSA-3371497,reactome:SmallMolecule3928
R-HSA-3371497,reactome:Protein12179
R-HSA-3371497,reactome:Complex4407
R-HSA-3371497,reactome:SmallMolecule880
R-HSA-3371497,reactome:Complex4634
R-HSA-3371497,reactome:Protein9066
R-HSA-3371497,reactome:SmallMolecule3962
R-HSA-3371497,reactome:Protein4019
R-HSA-3371497,reactome:Complex4628
R-HSA-3371497,reactome:SmallMolecule3956
R-HSA-3371497,reactome:Protein9051
R-HSA-3371497,reactome:Complex4632
R-HSA-3371497,reactome:SmallMolecule3961
R-HSA-3371497,reactome:Protein9078
R-HSA-3371497,reactome:Complex4630
R-HSA-3371497,reactome:Protein9064
R-HSA-3371497,reactome:Complex3080
R-HSA-3371497,reactome:Complex3081
R-HSA-3371497,reactome:Complex3082
R-HSA-3371497,reactome:Protein8212
R-HSA-3371497,reactome:Complex3083
R-HSA-3371497,reactome:Complex3085
R-HSA-3371497,reactome:Protein8214
R-HSA-3371497,reactome:Complex3084
R-HSA-3371497,reactome:Protein8213
R-HSA-3371497,reactome:Complex3086
R-HSA-3371497,reactome:Complex3087
R-HSA-3371497,reactome:Complex3088
R-HSA-3371497,reactome:Protein8218
R-HSA-3371497,reactome:Protein8216
R-HSA-3371497,reactome:Protein8217
R-HSA-3371497,reactome:Protein8215
R-HSA-3371497,reactome:Complex3089
R-HSA-3371497,reactome:Complex3093
R-HSA-3371497,reactome:Protein8223
R-HSA-3371497,reactome:Complex3094
R-HSA-3371497,reactome:Complex3095
R-HSA-3371497,reactome:Protein8233
R-HSA-3371497,reactome:Protein8227
R-HSA-3371497,reactome:Protein8224
R-HSA-3371497,reactome:Protein8230
R-HSA-3371497,reactome:Complex3096
R-HSA-3371497,reactome:PhysicalEntity777
R-HSA-3371497,reactome:Complex4588
R-HSA-3371497,reactome:Complex4590
R-HSA-3371497,reactome:Complex4591
R-HSA-3371497,reactome:Complex4589
R-HSA-3371497,reactome:Complex4592
R-HSA-3371497,reactome:Complex4400
R-HSA-3371497,reactome:Complex4399
R-HSA-3371497,reactome:Complex4633
R-HSA-3371497,reactome:Complex4627
R-HSA-3371497,reactome:Complex4631
R-HSA-3371497,reactome:Complex4629
R-HSA-3371497,reactome:Complex4409
R-HSA-3371497,reactome:Complex4408
R-HSA-3371497,reactome:PhysicalEntity946
R-HSA-3371497,reactome:PhysicalEntity944
R-HSA-209563,reactome:Complex8382
R-HSA-209563,reactome:Protein16691
R-HSA-209563,reactome:Complex6975
R-HSA-209563,reactome:Protein14088
R-HSA-209563,reactome:SmallMolecule604
R-HSA-209563,reactome:Protein17269
R-HSA-209563,reactome:Protein14030
R-HSA-209563,reactome:Complex8383
R-HSA-209563,reactome:Complex5754
R-HSA-209563,
R-HSA-1963640,
R-HSA-1963640,reactome:Protein11163
R-HSA-1963640,reactome:Protein11334
R-HSA-1963640,reactome:PhysicalEntity1028
R-HSA-1963640,reactome:Complex5537
R-HSA-1963640,reactome:Protein11775
R-HSA-1963640,reactome:SmallMolecule604
R-HSA-1963640,reactome:SmallMolecule535
R-HSA-1963640,reactome:Complex6208
R-HSA-1963640,reactome:Complex6191
R-HSA-1963640,reactome:Complex6182
R-HSA-167162,reactome:Complex5651
R-HSA-167162,reactome:Complex1867
R-HSA-167162,reactome:Protein4168
R-HSA-167162,reactome:Protein4169
R-HSA-167162,reactome:Complex5652
R-HSA-167162,reactome:Protein4159
R-HSA-167162,reactome:Protein4160
R-HSA-167162,reactome:Protein4164
R-HSA-167162,reactome:Protein4156
R-HSA-167162,reactome:Protein4165
R-HSA-167162,reactome:Protein4162
R-HSA-167162,reactome:Protein13982
R-HSA-167162,reactome:Protein4161
R-HSA-167162,reactome:Protein4157
R-HSA-167162,reactome:Protein4158
R-HSA-167162,reactome:Protein4163
R-HSA-167162,reactome:Protein4167
R-HSA-167162,reactome:Complex10372
R-HSA-167162,reactome:Protein23853
R-HSA-167162,reactome:Protein23852
R-HSA-167162,reactome:PhysicalEntity1312
R-HSA-167162,reactome:Complex1868
R-HSA-167162,reactome:Complex1869
R-HSA-167162,reactome:Protein4177
R-HSA-167162,reactome:Protein4175
R-HSA-167162,reactome:Protein4176
R-HSA-167162,reactome:Protein4172
R-HSA-167162,reactome:Protein4178
R-HSA-167162,reactome:Protein4179
R-HSA-167162,reactome:Protein4174
R-HSA-167162,reactome:Protein4173
R-HSA-167162,reactome:Protein4181
R-HSA-167162,reactome:Protein4180
R-HSA-167162,
R-HSA-167162,reactome:Complex10376
R-HSA-167162,reactome:Protein23857
R-HSA-167162,reactome:Protein23869
R-HSA-167162,reactome:Protein23866
R-HSA-167162,reactome:Protein23863
R-HSA-167162,reactome:Protein23854
R-HSA-167162,reactome:Protein23862
R-HSA-167162,reactome:Protein23855
R-HSA-167162,reactome:Protein23856
R-HSA-167162,reactome:Protein9259
R-HSA-167162,reactome:Protein16241
R-HSA-167162,reactome:Protein23868
R-HSA-167162,reactome:Protein23858
R-HSA-167162,reactome:Protein23861
R-HSA-167162,reactome:Protein23872
R-HSA-167162,reactome:Protein23865
R-HSA-167162,reactome:Protein23867
R-HSA-167162,reactome:Protein23864
R-HSA-167162,reactome:Protein23873
R-HSA-167162,reactome:Complex7562
R-HSA-167162,reactome:Protein16242
R-HSA-167162,reactome:Protein16244
R-HSA-167162,reactome:Protein16243
R-HSA-167162,reactome:PhysicalEntity1307
R-HSA-167162,reactome:PhysicalEntity1308
R-HSA-167162,reactome:PhysicalEntity1309
R-HSA-167162,reactome:PhysicalEntity1310
R-HSA-167162,reactome:PhysicalEntity1311
R-HSA-167162,reactome:PhysicalEntity1313
R-HSA-167162,reactome:PhysicalEntity1314
R-HSA-9818564,reactome:Protein26215
R-HSA-9818564,reactome:Complex7235
R-HSA-9818564,reactome:Protein15861
R-HSA-9818564,reactome:Protein15860
R-HSA-9818564,reactome:Protein10102
R-HSA-9818564,reactome:Protein10101
R-HSA-9818564,
R-HSA-9818564,reactome:Protein30467
R-HSA-9818564,reactome:Protein30468
R-HSA-9818564,reactome:Complex11491
R-HSA-9818564,reactome:Protein2007
R-HSA-9818564,reactome:Complex14436
R-HSA-9818564,reactome:Protein26195
R-HSA-9818564,reactome:Complex14597
R-HSA-9818564,reactome:Complex14590
R-HSA-9818564,reactome:Complex14602
R-HSA-9818564,reactome:Complex14606
R-HSA-9818564,reactome:Complex14600
R-HSA-9818564,reactome:Complex14607
R-HSA-9818564,reactome:Complex14594
R-HSA-9818564,reactome:Complex14612
R-HSA-9818564,reactome:Complex14614
R-HSA-9818564,reactome:Complex14598
R-HSA-9818564,reactome:Complex14605
R-HSA-9818564,reactome:Complex14589
R-HSA-9818564,reactome:Complex14591
R-HSA-9818564,reactome:Complex14593
R-HSA-9818564,reactome:Complex14599
R-HSA-9818564,reactome:Complex14609
R-HSA-9818564,reactome:Complex14604
R-HSA-9818564,reactome:Complex14592
R-HSA-9818564,reactome:Complex14611
R-HSA-9818564,reactome:Complex14596
R-HSA-9818564,reactome:Complex14601
R-HSA-9818564,reactome:Complex14610
R-HSA-9818564,reactome:Complex14613
R-HSA-9818564,reactome:Complex14608
R-HSA-9818564,reactome:Complex14603
R-HSA-9818564,reactome:Complex14595
R-HSA-9818564,reactome:Protein2039
R-HSA-9818564,reactome:Protein2053
R-HSA-9818564,reactome:Protein2047
R-HSA-9818564,reactome:Protein2045
R-HSA-9818564,reactome:Protein2050
R-HSA-9818564,reactome:Protein2041
R-HSA-9818564,reactome:Protein2004
R-HSA-9818564,reactome:Protein2063
R-HSA-9818564,reactome:Protein2058
R-HSA-9818564,reactome:Protein2043
R-HSA-9818564,reactome:Protein2051
R-HSA-9818564,reactome:Protein2056
R-HSA-9818564,reactome:Protein2057
R-HSA-9818564,reactome:Protein2060
R-HSA-9818564,reactome:Protein2052
R-HSA-9818564,reactome:Protein2059
R-HSA-9818564,reactome:Protein2044
R-HSA-9818564,reactome:Protein2066
R-HSA-9818564,reactome:Complex14622
R-HSA-9818564,reactome:Complex14630
R-HSA-9818564,reactome:Complex14641
R-HSA-9818564,reactome:Complex14621
R-HSA-9818564,reactome:Complex14628
R-HSA-9818564,reactome:Complex14636
R-HSA-9818564,reactome:Complex14627
R-HSA-9818564,reactome:Complex14634
R-HSA-9818564,reactome:Complex14618
R-HSA-9818564,reactome:Complex14633
R-HSA-9818564,reactome:Complex14620
R-HSA-9818564,reactome:Complex14637
R-HSA-9818564,reactome:Complex14619
R-HSA-9818564,reactome:Complex14624
R-HSA-9818564,reactome:Complex14626
R-HSA-9818564,reactome:Complex14625
R-HSA-9818564,reactome:Complex14617
R-HSA-9818564,reactome:Complex14639
R-HSA-9818564,reactome:Complex14632
R-HSA-9818564,reactome:Complex14623
R-HSA-9818564,reactome:Complex14638
R-HSA-9818564,reactome:Complex14640
R-HSA-9818564,reactome:Complex14629
R-HSA-9818564,reactome:Complex14631
R-HSA-9818564,reactome:Complex14635
R-HSA-9818564,reactome:Complex14616
R-HSA-9818564,reactome:Complex14448
R-HSA-9818564,reactome:Protein30479
R-HSA-9818564,reactome:Protein12178
R-HSA-9818564,reactome:SmallMolecule5073
R-HSA-9818564,reactome:Complex14642
R-HSA-9818564,reactome:Complex14722
R-HSA-9818564,reactome:Complex14673
R-HSA-9818564,reactome:Protein10818
R-HSA-9818564,reactome:Protein30482
R-HSA-9818564,reactome:Protein10812
R-HSA-9818564,reactome:Protein9008
R-HSA-9818564,reactome:Dna54
R-HSA-9818564,reactome:Complex13593
R-HSA-9818564,reactome:SmallMolecule5075
R-HSA-9818564,reactome:Protein30480
R-HSA-9818564,reactome:Complex14695
R-HSA-9818564,reactome:Dna911
R-HSA-9818564,reactome:Complex14684
R-HSA-9818564,reactome:Dna21
R-HSA-9818564,reactome:Complex14714
R-HSA-9818564,reactome:Dna40
R-HSA-9818564,reactome:Complex14518
R-HSA-9818564,reactome:Complex14532
R-HSA-9818564,reactome:Complex14517
R-HSA-9818564,reactome:Complex14523
R-HSA-9818564,reactome:Complex14511
R-HSA-9818564,reactome:Complex14508
R-HSA-9818564,reactome:Complex14510
R-HSA-9818564,reactome:Complex14514
R-HSA-9818564,reactome:Complex14531
R-HSA-9818564,reactome:Complex14525
R-HSA-9818564,reactome:Complex14507
R-HSA-9818564,reactome:Complex14530
R-HSA-9818564,reactome:Complex14522
R-HSA-9818564,reactome:Complex14526
R-HSA-9818564,reactome:Complex14529
R-HSA-9818564,reactome:Complex14513
R-HSA-9818564,reactome:Complex14519
R-HSA-9818564,reactome:Complex14515
R-HSA-9818564,reactome:Complex14528
R-HSA-9818564,reactome:Complex14512
R-HSA-9818564,reactome:Complex14516
R-HSA-9818564,reactome:Complex14521
R-HSA-9818564,reactome:Complex14527
R-HSA-9818564,reactome:Complex14520
R-HSA-9818564,reactome:Complex14524
R-HSA-9818564,reactome:Complex14509
R-HSA-9818564,reactome:Protein30478
R-HSA-9818564,reactome:Complex14552
R-HSA-9818564,reactome:Complex14538
R-HSA-9818564,reactome:Complex14537
